id,choiceNum,candNum,college,exp,job,gender,ethnicity,filtered,preference,Y,resp_ethnicity,resp_sex,resp_age,resp_education,college_binary,job_binary
R_1N2rSZib5mckVCV,2,1,Virginia Tech,7.0,Data Analyst,Female,POC,False,1,1,White,Male,25-34 years old,Bachelors Degree,50-100,back-facing
R_1N2rSZib5mckVCV,2,2,George Washington University,6.0,Data Analyst,Male,POC,True,1,0,White,Male,25-34 years old,Bachelors Degree,50-100,back-facing
R_1N2rSZib5mckVCV,3,1,University of San Diego,6.0,Software Engineer,Male,POC,False,1,1,White,Male,25-34 years old,Bachelors Degree,50-100,back-facing
R_1N2rSZib5mckVCV,3,2,Stanford University,7.0,Sales Representative,Female,POC,True,1,0,White,Male,25-34 years old,Bachelors Degree,1-50,front-facing
R_1N2rSZib5mckVCV,4,1,George Washington University,6.0,Software Engineer,Male,POC,False,1,1,White,Male,25-34 years old,Bachelors Degree,50-100,back-facing
R_1N2rSZib5mckVCV,4,2,George Washington University,7.0,Consultant,Male,White,False,1,0,White,Male,25-34 years old,Bachelors Degree,50-100,front-facing
R_1N2rSZib5mckVCV,5,1,Stanford University,6.0,Software Engineer,Male,White,False,1,1,White,Male,25-34 years old,Bachelors Degree,1-50,back-facing
R_1N2rSZib5mckVCV,5,2,Stanford University,5.0,Software Engineer,Male,White,True,1,0,White,Male,25-34 years old,Bachelors Degree,1-50,back-facing
R_1N3wWaW0wY03n5k,1,1,Stanford University,7.0,Software Engineer,Male,POC,False,2,0,White,Male,25-34 years old,Masters Degree,1-50,back-facing
R_1N3wWaW0wY03n5k,1,2,Boston University,5.0,Data Analyst,Female,POC,False,2,1,White,Male,25-34 years old,Masters Degree,1-50,back-facing
R_1N3wWaW0wY03n5k,2,1,Boston University,6.0,Data Analyst,Female,White,True,1,1,White,Male,25-34 years old,Masters Degree,1-50,back-facing
R_1N3wWaW0wY03n5k,2,2,George Washington University,7.0,Sales Representative,Male,White,True,1,0,White,Male,25-34 years old,Masters Degree,50-100,front-facing
R_1N3wWaW0wY03n5k,3,1,Virginia Tech,7.0,Sales Representative,Female,White,True,1,1,White,Male,25-34 years old,Masters Degree,50-100,front-facing
R_1N3wWaW0wY03n5k,3,2,University of San Diego,6.0,Data Analyst,Male,White,False,1,0,White,Male,25-34 years old,Masters Degree,50-100,back-facing
R_1N3wWaW0wY03n5k,4,1,Virginia Tech,7.0,Data Analyst,Female,White,True,1,1,White,Male,25-34 years old,Masters Degree,50-100,back-facing
R_1N3wWaW0wY03n5k,4,2,George Washington University,5.0,Data Analyst,Female,POC,False,1,0,White,Male,25-34 years old,Masters Degree,50-100,back-facing
R_1N3wWaW0wY03n5k,5,1,University of San Diego,7.0,Sales Representative,Female,POC,False,2,0,White,Male,25-34 years old,Masters Degree,50-100,front-facing
R_1N3wWaW0wY03n5k,5,2,University of San Diego,7.0,Software Engineer,Female,White,False,2,1,White,Male,25-34 years old,Masters Degree,50-100,back-facing
R_1NagDujfmEH1vLJ,1,1,Stanford University,5.0,Data Analyst,Male,POC,True,1,1,White,Male,35-44 years old,Bachelors Degree,1-50,back-facing
R_1NagDujfmEH1vLJ,1,2,Stanford University,7.0,Software Engineer,Male,POC,False,1,0,White,Male,35-44 years old,Bachelors Degree,1-50,back-facing
R_1NagDujfmEH1vLJ,2,1,University of San Diego,6.0,Sales Representative,Male,White,False,1,1,White,Male,35-44 years old,Bachelors Degree,50-100,front-facing
R_1NagDujfmEH1vLJ,2,2,University of San Diego,6.0,Software Engineer,Male,POC,True,1,0,White,Male,35-44 years old,Bachelors Degree,50-100,back-facing
R_1NagDujfmEH1vLJ,3,1,Boston University,6.0,Consultant,Male,White,False,1,1,White,Male,35-44 years old,Bachelors Degree,1-50,front-facing
R_1NagDujfmEH1vLJ,3,2,Boston University,6.0,Consultant,Male,White,True,1,0,White,Male,35-44 years old,Bachelors Degree,1-50,front-facing
R_1NagDujfmEH1vLJ,4,1,Boston University,7.0,Data Analyst,Male,White,False,1,1,White,Male,35-44 years old,Bachelors Degree,1-50,back-facing
R_1NagDujfmEH1vLJ,4,2,Boston University,6.0,Consultant,Male,White,False,1,0,White,Male,35-44 years old,Bachelors Degree,1-50,front-facing
R_1NagDujfmEH1vLJ,5,1,"University of California, Berkeley",5.0,Data Analyst,Female,White,True,2,0,White,Male,35-44 years old,Bachelors Degree,1-50,back-facing
R_1NagDujfmEH1vLJ,5,2,"University of California, Berkeley",5.0,Consultant,Female,White,True,2,1,White,Male,35-44 years old,Bachelors Degree,1-50,front-facing
R_1NlydWPU3AsLxsx,1,1,"University of California, Berkeley",7.0,Software Engineer,Male,White,False,1,1,White,Male,55-64 years old,Bachelors Degree,1-50,back-facing
R_1NlydWPU3AsLxsx,1,2,Virginia Tech,5.0,Data Analyst,Male,POC,False,1,0,White,Male,55-64 years old,Bachelors Degree,50-100,back-facing
R_1NlydWPU3AsLxsx,2,1,Boston University,6.0,Consultant,Male,POC,False,2,0,White,Male,55-64 years old,Bachelors Degree,1-50,front-facing
R_1NlydWPU3AsLxsx,2,2,Boston University,7.0,Data Analyst,Male,POC,True,2,1,White,Male,55-64 years old,Bachelors Degree,1-50,back-facing
R_1NlydWPU3AsLxsx,3,1,Boston University,5.0,Sales Representative,Male,POC,True,2,0,White,Male,55-64 years old,Bachelors Degree,1-50,front-facing
R_1NlydWPU3AsLxsx,3,2,University of San Diego,6.0,Data Analyst,Male,White,True,2,1,White,Male,55-64 years old,Bachelors Degree,50-100,back-facing
R_1NlydWPU3AsLxsx,4,1,George Washington University,6.0,Consultant,Male,POC,True,1,1,White,Male,55-64 years old,Bachelors Degree,50-100,front-facing
R_1NlydWPU3AsLxsx,4,2,Boston University,5.0,Data Analyst,Female,White,False,1,0,White,Male,55-64 years old,Bachelors Degree,1-50,back-facing
R_1NlydWPU3AsLxsx,5,1,George Washington University,5.0,Data Analyst,Female,POC,True,2,0,White,Male,55-64 years old,Bachelors Degree,50-100,back-facing
R_1NlydWPU3AsLxsx,5,2,"University of California, Berkeley",7.0,Data Analyst,Male,White,True,2,1,White,Male,55-64 years old,Bachelors Degree,1-50,back-facing
R_1NnpRue4vyCL4WT,1,1,University of San Diego,7.0,Data Analyst,Female,White,True,2,0,White,Female,25-34 years old,Bachelors Degree,50-100,back-facing
R_1NnpRue4vyCL4WT,1,2,Stanford University,6.0,Data Analyst,Female,POC,True,2,1,White,Female,25-34 years old,Bachelors Degree,1-50,back-facing
R_1NnpRue4vyCL4WT,2,1,Virginia Tech,7.0,Software Engineer,Male,POC,False,1,1,White,Female,25-34 years old,Bachelors Degree,50-100,back-facing
R_1NnpRue4vyCL4WT,2,2,Virginia Tech,5.0,Consultant,Male,White,True,1,0,White,Female,25-34 years old,Bachelors Degree,50-100,front-facing
R_1NnpRue4vyCL4WT,3,1,Boston University,5.0,Consultant,Male,White,True,2,0,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1NnpRue4vyCL4WT,3,2,University of San Diego,6.0,Sales Representative,Female,White,True,2,1,White,Female,25-34 years old,Bachelors Degree,50-100,front-facing
R_1NnpRue4vyCL4WT,4,1,Virginia Tech,5.0,Software Engineer,Female,White,False,1,1,White,Female,25-34 years old,Bachelors Degree,50-100,back-facing
R_1NnpRue4vyCL4WT,4,2,Stanford University,7.0,Sales Representative,Female,White,True,1,0,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1NnpRue4vyCL4WT,5,1,Boston University,6.0,Data Analyst,Female,White,False,1,1,White,Female,25-34 years old,Bachelors Degree,1-50,back-facing
R_1NnpRue4vyCL4WT,5,2,"University of California, Berkeley",6.0,Consultant,Female,POC,False,1,0,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1OP1LhK7JH6D4UU,1,1,University of San Diego,5.0,Consultant,Male,POC,True,2,0,White,Male,35-44 years old,Bachelors Degree,50-100,front-facing
R_1OP1LhK7JH6D4UU,1,2,Stanford University,6.0,Software Engineer,Male,White,True,2,1,White,Male,35-44 years old,Bachelors Degree,1-50,back-facing
R_1OP1LhK7JH6D4UU,2,1,"University of California, Berkeley",5.0,Sales Representative,Female,White,True,1,1,White,Male,35-44 years old,Bachelors Degree,1-50,front-facing
R_1OP1LhK7JH6D4UU,2,2,University of San Diego,5.0,Consultant,Male,POC,True,1,0,White,Male,35-44 years old,Bachelors Degree,50-100,front-facing
R_1OP1LhK7JH6D4UU,3,1,Virginia Tech,7.0,Software Engineer,Female,POC,False,1,1,White,Male,35-44 years old,Bachelors Degree,50-100,back-facing
R_1OP1LhK7JH6D4UU,3,2,Stanford University,5.0,Data Analyst,Male,POC,False,1,0,White,Male,35-44 years old,Bachelors Degree,1-50,back-facing
R_1OP1LhK7JH6D4UU,4,1,Boston University,6.0,Consultant,Female,White,True,2,0,White,Male,35-44 years old,Bachelors Degree,1-50,front-facing
R_1OP1LhK7JH6D4UU,4,2,Virginia Tech,7.0,Sales Representative,Female,White,False,2,1,White,Male,35-44 years old,Bachelors Degree,50-100,front-facing
R_1OP1LhK7JH6D4UU,5,1,Boston University,6.0,Consultant,Male,POC,True,1,1,White,Male,35-44 years old,Bachelors Degree,1-50,front-facing
R_1OP1LhK7JH6D4UU,5,2,George Washington University,6.0,Sales Representative,Male,POC,False,1,0,White,Male,35-44 years old,Bachelors Degree,50-100,front-facing
R_1P5VSEpxaY8MZWy,1,1,Boston University,5.0,Software Engineer,Female,POC,False,1,1,White,Male,18-24 years old,High School Graduate,1-50,back-facing
R_1P5VSEpxaY8MZWy,1,2,Boston University,5.0,Sales Representative,Male,POC,True,1,0,White,Male,18-24 years old,High School Graduate,1-50,front-facing
R_1P5VSEpxaY8MZWy,2,1,Stanford University,6.0,Sales Representative,Female,POC,False,2,0,White,Male,18-24 years old,High School Graduate,1-50,front-facing
R_1P5VSEpxaY8MZWy,2,2,"University of California, Berkeley",5.0,Data Analyst,Female,POC,True,2,1,White,Male,18-24 years old,High School Graduate,1-50,back-facing
R_1P5VSEpxaY8MZWy,3,1,Virginia Tech,5.0,Consultant,Male,White,False,2,0,White,Male,18-24 years old,High School Graduate,50-100,front-facing
R_1P5VSEpxaY8MZWy,3,2,Stanford University,5.0,Consultant,Male,POC,False,2,1,White,Male,18-24 years old,High School Graduate,1-50,front-facing
R_1P5VSEpxaY8MZWy,4,1,"University of California, Berkeley",5.0,Data Analyst,Male,White,False,1,1,White,Male,18-24 years old,High School Graduate,1-50,back-facing
R_1P5VSEpxaY8MZWy,4,2,"University of California, Berkeley",7.0,Consultant,Female,POC,True,1,0,White,Male,18-24 years old,High School Graduate,1-50,front-facing
R_1P5VSEpxaY8MZWy,5,1,George Washington University,6.0,Software Engineer,Male,POC,True,1,1,White,Male,18-24 years old,High School Graduate,50-100,back-facing
R_1P5VSEpxaY8MZWy,5,2,Stanford University,7.0,Data Analyst,Female,POC,False,1,0,White,Male,18-24 years old,High School Graduate,1-50,back-facing
R_1Q3GcSMlQeQuilQ,1,1,Stanford University,6.0,Data Analyst,Female,POC,True,1,1,White,Male,25-34 years old,Bachelors Degree,1-50,back-facing
R_1Q3GcSMlQeQuilQ,1,2,George Washington University,5.0,Consultant,Male,POC,True,1,0,White,Male,25-34 years old,Bachelors Degree,50-100,front-facing
R_1Q3GcSMlQeQuilQ,2,1,Virginia Tech,7.0,Consultant,Male,White,True,1,1,White,Male,25-34 years old,Bachelors Degree,50-100,front-facing
R_1Q3GcSMlQeQuilQ,2,2,George Washington University,6.0,Sales Representative,Male,White,False,1,0,White,Male,25-34 years old,Bachelors Degree,50-100,front-facing
R_1Q3GcSMlQeQuilQ,3,1,University of San Diego,7.0,Consultant,Male,POC,True,2,0,White,Male,25-34 years old,Bachelors Degree,50-100,front-facing
R_1Q3GcSMlQeQuilQ,3,2,Boston University,7.0,Data Analyst,Male,White,True,2,1,White,Male,25-34 years old,Bachelors Degree,1-50,back-facing
R_1Q3GcSMlQeQuilQ,4,1,Virginia Tech,5.0,Consultant,Female,POC,True,1,1,White,Male,25-34 years old,Bachelors Degree,50-100,front-facing
R_1Q3GcSMlQeQuilQ,4,2,Virginia Tech,7.0,Software Engineer,Female,White,False,1,0,White,Male,25-34 years old,Bachelors Degree,50-100,back-facing
R_1Q3GcSMlQeQuilQ,5,1,"University of California, Berkeley",6.0,Data Analyst,Male,White,False,1,1,White,Male,25-34 years old,Bachelors Degree,1-50,back-facing
R_1Q3GcSMlQeQuilQ,5,2,Boston University,6.0,Consultant,Male,POC,True,1,0,White,Male,25-34 years old,Bachelors Degree,1-50,front-facing
R_1QaLXvIygPXWLhD,1,1,University of San Diego,5.0,Consultant,Male,White,True,1,1,White,Female,25-34 years old,Bachelors Degree,50-100,front-facing
R_1QaLXvIygPXWLhD,1,2,University of San Diego,7.0,Consultant,Male,POC,True,1,0,White,Female,25-34 years old,Bachelors Degree,50-100,front-facing
R_1QaLXvIygPXWLhD,2,1,Stanford University,7.0,Data Analyst,Female,POC,True,1,1,White,Female,25-34 years old,Bachelors Degree,1-50,back-facing
R_1QaLXvIygPXWLhD,2,2,Stanford University,6.0,Data Analyst,Male,White,True,1,0,White,Female,25-34 years old,Bachelors Degree,1-50,back-facing
R_1QaLXvIygPXWLhD,3,1,Stanford University,7.0,Data Analyst,Male,White,True,1,1,White,Female,25-34 years old,Bachelors Degree,1-50,back-facing
R_1QaLXvIygPXWLhD,3,2,University of San Diego,5.0,Sales Representative,Male,White,False,1,0,White,Female,25-34 years old,Bachelors Degree,50-100,front-facing
R_1QaLXvIygPXWLhD,4,1,Stanford University,5.0,Data Analyst,Male,White,True,2,0,White,Female,25-34 years old,Bachelors Degree,1-50,back-facing
R_1QaLXvIygPXWLhD,4,2,Stanford University,6.0,Consultant,Female,POC,True,2,1,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1QaLXvIygPXWLhD,5,1,Stanford University,5.0,Software Engineer,Female,POC,True,1,1,White,Female,25-34 years old,Bachelors Degree,1-50,back-facing
R_1QaLXvIygPXWLhD,5,2,Virginia Tech,5.0,Consultant,Female,White,False,1,0,White,Female,25-34 years old,Bachelors Degree,50-100,front-facing
R_1QmHfxvR0W20AWi,1,1,Boston University,7.0,Data Analyst,Male,White,True,1,1,White,Female,35-44 years old,Masters Degree,1-50,back-facing
R_1QmHfxvR0W20AWi,1,2,Stanford University,5.0,Data Analyst,Female,POC,False,1,0,White,Female,35-44 years old,Masters Degree,1-50,back-facing
R_1QmHfxvR0W20AWi,2,1,University of San Diego,7.0,Consultant,Male,White,False,2,0,White,Female,35-44 years old,Masters Degree,50-100,front-facing
R_1QmHfxvR0W20AWi,2,2,"University of California, Berkeley",5.0,Software Engineer,Female,POC,False,2,1,White,Female,35-44 years old,Masters Degree,1-50,back-facing
R_1QmHfxvR0W20AWi,3,1,Boston University,5.0,Data Analyst,Female,POC,False,1,1,White,Female,35-44 years old,Masters Degree,1-50,back-facing
R_1QmHfxvR0W20AWi,3,2,George Washington University,6.0,Software Engineer,Male,White,False,1,0,White,Female,35-44 years old,Masters Degree,50-100,back-facing
R_1QmHfxvR0W20AWi,4,1,University of San Diego,5.0,Software Engineer,Male,White,False,2,0,White,Female,35-44 years old,Masters Degree,50-100,back-facing
R_1QmHfxvR0W20AWi,4,2,George Washington University,6.0,Software Engineer,Male,POC,False,2,1,White,Female,35-44 years old,Masters Degree,50-100,back-facing
R_1QmHfxvR0W20AWi,5,1,Virginia Tech,5.0,Sales Representative,Female,White,True,2,0,White,Female,35-44 years old,Masters Degree,50-100,front-facing
R_1QmHfxvR0W20AWi,5,2,University of San Diego,5.0,Software Engineer,Female,POC,True,2,1,White,Female,35-44 years old,Masters Degree,50-100,back-facing
R_1QmX65mVVvuBTBn,1,1,Boston University,5.0,Software Engineer,Male,POC,True,2,0,White,Female,45-54 years old,Bachelors Degree,1-50,back-facing
R_1QmX65mVVvuBTBn,1,2,Virginia Tech,6.0,Consultant,Female,White,True,2,1,White,Female,45-54 years old,Bachelors Degree,50-100,front-facing
R_1QmX65mVVvuBTBn,2,1,Virginia Tech,5.0,Data Analyst,Female,POC,False,1,1,White,Female,45-54 years old,Bachelors Degree,50-100,back-facing
R_1QmX65mVVvuBTBn,2,2,"University of California, Berkeley",7.0,Data Analyst,Female,White,True,1,0,White,Female,45-54 years old,Bachelors Degree,1-50,back-facing
R_1QmX65mVVvuBTBn,3,1,Stanford University,6.0,Sales Representative,Male,White,False,2,0,White,Female,45-54 years old,Bachelors Degree,1-50,front-facing
R_1QmX65mVVvuBTBn,3,2,Stanford University,5.0,Sales Representative,Female,POC,True,2,1,White,Female,45-54 years old,Bachelors Degree,1-50,front-facing
R_1QmX65mVVvuBTBn,4,1,University of San Diego,5.0,Data Analyst,Male,POC,True,1,1,White,Female,45-54 years old,Bachelors Degree,50-100,back-facing
R_1QmX65mVVvuBTBn,4,2,University of San Diego,6.0,Consultant,Female,White,False,1,0,White,Female,45-54 years old,Bachelors Degree,50-100,front-facing
R_1QmX65mVVvuBTBn,5,1,Stanford University,6.0,Sales Representative,Male,White,True,2,0,White,Female,45-54 years old,Bachelors Degree,1-50,front-facing
R_1QmX65mVVvuBTBn,5,2,University of San Diego,6.0,Data Analyst,Female,White,False,2,1,White,Female,45-54 years old,Bachelors Degree,50-100,back-facing
R_1cZxVRk9JqlB8j7,1,1,"University of California, Berkeley",6.0,Sales Representative,Female,POC,True,1,1,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1cZxVRk9JqlB8j7,1,2,Virginia Tech,6.0,Software Engineer,Male,POC,False,1,0,White,Female,25-34 years old,Bachelors Degree,50-100,back-facing
R_1cZxVRk9JqlB8j7,2,1,"University of California, Berkeley",6.0,Sales Representative,Female,POC,False,2,0,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1cZxVRk9JqlB8j7,2,2,Boston University,7.0,Sales Representative,Male,POC,False,2,1,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1cZxVRk9JqlB8j7,3,1,Virginia Tech,7.0,Data Analyst,Male,White,False,1,1,White,Female,25-34 years old,Bachelors Degree,50-100,back-facing
R_1cZxVRk9JqlB8j7,3,2,Stanford University,7.0,Sales Representative,Female,POC,False,1,0,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1cZxVRk9JqlB8j7,4,1,Stanford University,7.0,Consultant,Female,White,True,2,0,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1cZxVRk9JqlB8j7,4,2,Stanford University,6.0,Data Analyst,Male,White,True,2,1,White,Female,25-34 years old,Bachelors Degree,1-50,back-facing
R_1cZxVRk9JqlB8j7,5,1,"University of California, Berkeley",5.0,Consultant,Female,White,True,2,0,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1cZxVRk9JqlB8j7,5,2,George Washington University,7.0,Software Engineer,Male,POC,True,2,1,White,Female,25-34 years old,Bachelors Degree,50-100,back-facing
R_1d4iBpGknyUHBkz,1,1,Boston University,6.0,Consultant,Male,White,True,2,0,Asian,Male,25-34 years old,Bachelors Degree,1-50,front-facing
R_1d4iBpGknyUHBkz,1,2,George Washington University,5.0,Software Engineer,Female,White,False,2,1,Asian,Male,25-34 years old,Bachelors Degree,50-100,back-facing
R_1d4iBpGknyUHBkz,2,1,Boston University,7.0,Consultant,Female,White,False,2,0,Asian,Male,25-34 years old,Bachelors Degree,1-50,front-facing
R_1d4iBpGknyUHBkz,2,2,University of San Diego,6.0,Software Engineer,Male,White,True,2,1,Asian,Male,25-34 years old,Bachelors Degree,50-100,back-facing
R_1d4iBpGknyUHBkz,3,1,University of San Diego,6.0,Sales Representative,Male,White,True,1,1,Asian,Male,25-34 years old,Bachelors Degree,50-100,front-facing
R_1d4iBpGknyUHBkz,3,2,George Washington University,7.0,Software Engineer,Male,White,False,1,0,Asian,Male,25-34 years old,Bachelors Degree,50-100,back-facing
R_1d4iBpGknyUHBkz,4,1,Stanford University,7.0,Consultant,Male,POC,False,2,0,Asian,Male,25-34 years old,Bachelors Degree,1-50,front-facing
R_1d4iBpGknyUHBkz,4,2,Boston University,5.0,Consultant,Female,POC,False,2,1,Asian,Male,25-34 years old,Bachelors Degree,1-50,front-facing
R_1d4iBpGknyUHBkz,5,1,"University of California, Berkeley",5.0,Consultant,Male,POC,False,2,0,Asian,Male,25-34 years old,Bachelors Degree,1-50,front-facing
R_1d4iBpGknyUHBkz,5,2,"University of California, Berkeley",6.0,Software Engineer,Female,POC,False,2,1,Asian,Male,25-34 years old,Bachelors Degree,1-50,back-facing
R_1dMJ8DLrbJfeCRB,1,1,George Washington University,7.0,Data Analyst,Female,POC,True,2,0,White,Female,25-34 years old,Bachelors Degree,50-100,back-facing
R_1dMJ8DLrbJfeCRB,1,2,Boston University,5.0,Sales Representative,Male,White,True,2,1,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1dMJ8DLrbJfeCRB,2,1,Virginia Tech,6.0,Data Analyst,Female,White,False,2,0,White,Female,25-34 years old,Bachelors Degree,50-100,back-facing
R_1dMJ8DLrbJfeCRB,2,2,University of San Diego,5.0,Data Analyst,Male,White,False,2,1,White,Female,25-34 years old,Bachelors Degree,50-100,back-facing
R_1dMJ8DLrbJfeCRB,3,1,Boston University,6.0,Data Analyst,Male,POC,True,2,0,White,Female,25-34 years old,Bachelors Degree,1-50,back-facing
R_1dMJ8DLrbJfeCRB,3,2,"University of California, Berkeley",6.0,Sales Representative,Female,White,True,2,1,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1dMJ8DLrbJfeCRB,4,1,Virginia Tech,5.0,Software Engineer,Male,White,False,1,1,White,Female,25-34 years old,Bachelors Degree,50-100,back-facing
R_1dMJ8DLrbJfeCRB,4,2,Virginia Tech,6.0,Sales Representative,Male,POC,False,1,0,White,Female,25-34 years old,Bachelors Degree,50-100,front-facing
R_1dMJ8DLrbJfeCRB,5,1,"University of California, Berkeley",6.0,Consultant,Female,POC,False,2,0,White,Female,25-34 years old,Bachelors Degree,1-50,front-facing
R_1dMJ8DLrbJfeCRB,5,2,University of San Diego,5.0,Software Engineer,Male,White,True,2,1,White,Female,25-34 years old,Bachelors Degree,50-100,back-facing
R_1dnTdQJLaKJav5o,1,1,Stanford University,6.0,Sales Representative,Female,White,False,1,1,White,Female,25-34 years old,Masters Degree,1-50,front-facing
R_1dnTdQJLaKJav5o,1,2,University of San Diego,6.0,Consultant,Female,POC,False,1,0,White,Female,25-34 years old,Masters Degree,50-100,front-facing
R_1dnTdQJLaKJav5o,2,1,"University of California, Berkeley",6.0,Software Engineer,Male,POC,False,2,0,White,Female,25-34 years old,Masters Degree,1-50,back-facing
R_1dnTdQJLaKJav5o,2,2,George Washington University,7.0,Data Analyst,Female,POC,False,2,1,White,Female,25-34 years old,Masters Degree,50-100,back-facing
R_1dnTdQJLaKJav5o,3,1,University of San Diego,7.0,Software Engineer,Female,White,True,1,1,White,Female,25-34 years old,Masters Degree,50-100,back-facing
R_1dnTdQJLaKJav5o,3,2,"University of California, Berkeley",6.0,Consultant,Male,White,True,1,0,White,Female,25-34 years old,Masters Degree,1-50,front-facing
R_1dnTdQJLaKJav5o,4,1,University of San Diego,5.0,Software Engineer,Female,White,True,1,1,White,Female,25-34 years old,Masters Degree,50-100,back-facing
R_1dnTdQJLaKJav5o,4,2,"University of California, Berkeley",5.0,Software Engineer,Male,White,False,1,0,White,Female,25-34 years old,Masters Degree,1-50,back-facing
R_1dnTdQJLaKJav5o,5,1,George Washington University,7.0,Sales Representative,Female,White,True,1,1,White,Female,25-34 years old,Masters Degree,50-100,front-facing
R_1dnTdQJLaKJav5o,5,2,Boston University,5.0,Sales Representative,Female,POC,False,1,0,White,Female,25-34 years old,Masters Degree,1-50,front-facing
R_1eIyY8ERVzjiiEm,1,1,Virginia Tech,5.0,Software Engineer,Female,White,False,1,1,White,Female,35-44 years old,High School Graduate,50-100,back-facing
R_1eIyY8ERVzjiiEm,1,2,George Washington University,6.0,Software Engineer,Female,POC,True,1,0,White,Female,35-44 years old,High School Graduate,50-100,back-facing
R_1eIyY8ERVzjiiEm,2,1,"University of California, Berkeley",7.0,Sales Representative,Female,White,True,1,1,White,Female,35-44 years old,High School Graduate,1-50,front-facing
R_1eIyY8ERVzjiiEm,2,2,University of San Diego,7.0,Software Engineer,Male,White,True,1,0,White,Female,35-44 years old,High School Graduate,50-100,back-facing
R_1eIyY8ERVzjiiEm,3,1,"University of California, Berkeley",7.0,Sales Representative,Male,POC,False,2,0,White,Female,35-44 years old,High School Graduate,1-50,front-facing
R_1eIyY8ERVzjiiEm,3,2,Stanford University,6.0,Data Analyst,Male,POC,True,2,1,White,Female,35-44 years old,High School Graduate,1-50,back-facing
R_1eIyY8ERVzjiiEm,4,1,"University of California, Berkeley",6.0,Software Engineer,Male,POC,True,2,0,White,Female,35-44 years old,High School Graduate,1-50,back-facing
R_1eIyY8ERVzjiiEm,4,2,Stanford University,7.0,Sales Representative,Male,POC,True,2,1,White,Female,35-44 years old,High School Graduate,1-50,front-facing
R_1eIyY8ERVzjiiEm,5,1,University of San Diego,6.0,Software Engineer,Female,POC,False,1,1,White,Female,35-44 years old,High School Graduate,50-100,back-facing
R_1eIyY8ERVzjiiEm,5,2,Boston University,6.0,Software Engineer,Female,POC,False,1,0,White,Female,35-44 years old,High School Graduate,1-50,back-facing
R_1eM49DwcDsZGhFb,1,1,Virginia Tech,7.0,Software Engineer,Male,POC,False,2,0,White,Male,45-54 years old,Bachelors Degree,50-100,back-facing
R_1eM49DwcDsZGhFb,1,2,George Washington University,7.0,Consultant,Male,White,True,2,1,White,Male,45-54 years old,Bachelors Degree,50-100,front-facing
R_1eM49DwcDsZGhFb,2,1,University of San Diego,5.0,Sales Representative,Male,White,True,1,1,White,Male,45-54 years old,Bachelors Degree,50-100,front-facing
R_1eM49DwcDsZGhFb,2,2,Virginia Tech,5.0,Software Engineer,Male,White,False,1,0,White,Male,45-54 years old,Bachelors Degree,50-100,back-facing
R_1eM49DwcDsZGhFb,3,1,University of San Diego,7.0,Consultant,Male,POC,True,1,1,White,Male,45-54 years old,Bachelors Degree,50-100,front-facing
R_1eM49DwcDsZGhFb,3,2,Stanford University,7.0,Data Analyst,Female,POC,False,1,0,White,Male,45-54 years old,Bachelors Degree,1-50,back-facing
R_1eM49DwcDsZGhFb,4,1,Stanford University,7.0,Data Analyst,Male,POC,False,2,0,White,Male,45-54 years old,Bachelors Degree,1-50,back-facing
R_1eM49DwcDsZGhFb,4,2,Virginia Tech,6.0,Software Engineer,Male,White,True,2,1,White,Male,45-54 years old,Bachelors Degree,50-100,back-facing
R_1eM49DwcDsZGhFb,5,1,"University of California, Berkeley",6.0,Software Engineer,Female,POC,False,1,1,White,Male,45-54 years old,Bachelors Degree,1-50,back-facing
R_1eM49DwcDsZGhFb,5,2,"University of California, Berkeley",5.0,Data Analyst,Female,White,False,1,0,White,Male,45-54 years old,Bachelors Degree,1-50,back-facing
R_1eXK4kiwORK4e7F,1,1,Boston University,7.0,Software Engineer,Male,POC,False,2,0,White,Male,35-44 years old,Bachelors Degree,1-50,back-facing
R_1eXK4kiwORK4e7F,1,2,Stanford University,7.0,Data Analyst,Female,POC,True,2,1,White,Male,35-44 years old,Bachelors Degree,1-50,back-facing
R_1eXK4kiwORK4e7F,2,1,University of San Diego,7.0,Sales Representative,Male,White,False,1,1,White,Male,35-44 years old,Bachelors Degree,50-100,front-facing
R_1eXK4kiwORK4e7F,2,2,"University of California, Berkeley",5.0,Consultant,Male,White,True,1,0,White,Male,35-44 years old,Bachelors Degree,1-50,front-facing
R_1eXK4kiwORK4e7F,3,1,"University of California, Berkeley",7.0,Data Analyst,Male,POC,True,1,1,White,Male,35-44 years old,Bachelors Degree,1-50,back-facing
