,id,choiceNum,candNum,college,exp,job,photo,preference,Y,resp_ethnicity,resp_sex,resp_age,resp_education
267,R_1jWdonJgsHPv2Hm,2,2,,,,,2,1,White,Male,55-64 years old,Masters Degree
268,R_1jWdonJgsHPv2Hm,4,1,,,,,2,0,White,Male,55-64 years old,Masters Degree
269,R_1jWdonJgsHPv2Hm,4,2,,,,,2,1,White,Male,55-64 years old,Masters Degree
270,R_1jxLdmHQyKxqMsa,2,1,"University of California, Berkeley",6.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_01WTwDYVJBMeihg,1,1,White,Male,18-24 years old,Bachelors Degree
271,R_1jxLdmHQyKxqMsa,2,2,George Washington University,6.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,1,0,White,Male,18-24 years old,Bachelors Degree
272,R_1jZjoPRYGdzydRs,5,1,"University of California, Berkeley",6.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bDcyel3IbymV8ZE,1,1,White,Male,35-44 years old,High School Graduate
273,R_1jZjoPRYGdzydRs,5,2,George Washington University,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_40e71B6xMbE64jc,1,0,White,Male,35-44 years old,High School Graduate
274,R_1K9LQ5fNVxnL8ki,4,1,George Washington University,5.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5AVDqNqPEZGc7ZA,2,0,White,Male,18-24 years old,High School Graduate
275,R_1K9LQ5fNVxnL8ki,4,2,Stanford University,6.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,2,1,White,Male,18-24 years old,High School Graduate
276,R_1K9zoG8WRjmJKPQ,2,1,University of San Diego,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,2,0,White,Male,45-54 years old,Masters Degree
277,R_1K9zoG8WRjmJKPQ,2,2,"University of California, Berkeley",5.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_0GmwcJWWaptRb1Q,2,1,White,Male,45-54 years old,Masters Degree
278,R_1K9zoG8WRjmJKPQ,3,1,"University of California, Berkeley",7.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,1,1,White,Male,45-54 years old,Masters Degree
279,R_1K9zoG8WRjmJKPQ,3,2,Virginia Tech,5.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3wu4E1bK38jKz8G,1,0,White,Male,45-54 years old,Masters Degree
280,R_1K9zoG8WRjmJKPQ,4,1,George Washington University,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_etdZqCkC2u8G54G,2,0,White,Male,45-54 years old,Masters Degree
281,R_1K9zoG8WRjmJKPQ,4,2,"University of California, Berkeley",6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,2,1,White,Male,45-54 years old,Masters Degree
282,R_1LbplphDrm8pglc,5,1,Virginia Tech,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,1,1,White,Male,25-34 years old,Masters Degree
283,R_1LbplphDrm8pglc,5,2,Virginia Tech,5.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,1,0,White,Male,25-34 years old,Masters Degree
284,R_1LGMJxa3I6XTewZ,1,1,George Washington University,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,2,0,White,Male,25-34 years old,Masters Degree
285,R_1LGMJxa3I6XTewZ,1,2,Virginia Tech,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_cUzzqAZCm6h8mCa,2,1,White,Male,25-34 years old,Masters Degree
286,R_1lixInJMbUkCzB6,3,1,Boston University,6.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,2,0,White,Male,35-44 years old,Bachelors Degree
287,R_1lixInJMbUkCzB6,3,2,George Washington University,7.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3IY84n5aG3tMFJI,2,1,White,Male,35-44 years old,Bachelors Degree
288,R_1ly15H8OyaEoawS,2,1,George Washington University,5.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_40e71B6xMbE64jc,2,0,White,Male,25-34 years old,Bachelors Degree
289,R_1ly15H8OyaEoawS,2,2,University of San Diego,7.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,2,1,White,Male,25-34 years old,Bachelors Degree
290,R_1ly15H8OyaEoawS,4,1,Stanford University,7.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3wu4E1bK38jKz8G,1,1,White,Male,25-34 years old,Bachelors Degree
291,R_1ly15H8OyaEoawS,4,2,University of San Diego,7.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_8kY19UVhHc35c90,1,0,White,Male,25-34 years old,Bachelors Degree
292,R_1M5pmrC4JzVTZEd,5,1,George Washington University,5.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,1,1,White,Male,25-34 years old,Masters Degree
293,R_1M5pmrC4JzVTZEd,5,2,Stanford University,5.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_dpcVkGvoMlgxoea,1,0,White,Male,25-34 years old,Masters Degree
294,R_1mCn5qo1DbN27fK,2,1,"University of California, Berkeley",6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_021VYSvq7rnzo4m,1,1,White,Female,35-44 years old,Masters Degree
295,R_1mCn5qo1DbN27fK,2,2,George Washington University,6.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JRdYUkB2u7dLh4,1,0,White,Female,35-44 years old,Masters Degree
296,R_1mlWlaOLlCCViuY,1,1,George Washington University,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bDcyel3IbymV8ZE,1,1,White,Female,25-34 years old,High School Graduate
297,R_1mlWlaOLlCCViuY,1,2,Stanford University,7.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,1,0,White,Female,25-34 years old,High School Graduate
298,R_1mlWlaOLlCCViuY,3,1,"University of California, Berkeley",5.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3qGZ0hOOaswjPRs,1,1,White,Female,25-34 years old,High School Graduate
299,R_1mlWlaOLlCCViuY,3,2,University of San Diego,6.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JM7n0RVYqtN1zw,1,0,White,Female,25-34 years old,High School Graduate
300,R_1mlWlaOLlCCViuY,5,1,Virginia Tech,7.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6mvuYdAleMG3wFM,1,1,White,Female,25-34 years old,High School Graduate
301,R_1mlWlaOLlCCViuY,5,2,Virginia Tech,7.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_0GmwcJWWaptRb1Q,1,0,White,Female,25-34 years old,High School Graduate
302,R_1mqSerIEAiaBvt1,2,1,Stanford University,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_0GmwcJWWaptRb1Q,1,1,Black or African American,Female,45-54 years old,Bachelors Degree
303,R_1mqSerIEAiaBvt1,2,2,Stanford University,5.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_8kY19UVhHc35c90,1,0,Black or African American,Female,45-54 years old,Bachelors Degree
304,R_1mqSerIEAiaBvt1,4,1,"University of California, Berkeley",7.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,1,1,Black or African American,Female,45-54 years old,Bachelors Degree
305,R_1mqSerIEAiaBvt1,4,2,George Washington University,7.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,1,0,Black or African American,Female,45-54 years old,Bachelors Degree
306,R_1mRjMLRjJfKuBiR,1,1,University of San Diego,7.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JRdYUkB2u7dLh4,1,1,White,Male,45-54 years old,Bachelors Degree
307,R_1mRjMLRjJfKuBiR,1,2,University of San Diego,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,1,0,White,Male,45-54 years old,Bachelors Degree
308,R_1mRjMLRjJfKuBiR,2,1,"University of California, Berkeley",7.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,1,1,White,Male,45-54 years old,Bachelors Degree
309,R_1mRjMLRjJfKuBiR,2,2,Virginia Tech,7.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3IY84n5aG3tMFJI,1,0,White,Male,45-54 years old,Bachelors Degree
310,R_1mRjMLRjJfKuBiR,3,1,George Washington University,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_021VYSvq7rnzo4m,1,1,White,Male,45-54 years old,Bachelors Degree
311,R_1mRjMLRjJfKuBiR,3,2,Stanford University,5.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,1,0,White,Male,45-54 years old,Bachelors Degree
312,R_1mRjMLRjJfKuBiR,4,1,"University of California, Berkeley",6.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_021VYSvq7rnzo4m,2,0,White,Male,45-54 years old,Bachelors Degree
313,R_1mRjMLRjJfKuBiR,4,2,Stanford University,7.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_etdZqCkC2u8G54G,2,1,White,Male,45-54 years old,Bachelors Degree
314,R_1mRjMLRjJfKuBiR,5,1,"University of California, Berkeley",7.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3IY84n5aG3tMFJI,2,0,White,Male,45-54 years old,Bachelors Degree
315,R_1mRjMLRjJfKuBiR,5,2,Stanford University,6.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,2,1,White,Male,45-54 years old,Bachelors Degree
316,R_1mxVSx4mGzX5cjM,1,1,Stanford University,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,1,1,Asian,Male,25-34 years old,Bachelors Degree
317,R_1mxVSx4mGzX5cjM,1,2,Virginia Tech,7.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JRdYUkB2u7dLh4,1,0,Asian,Male,25-34 years old,Bachelors Degree
318,R_1mxVSx4mGzX5cjM,2,1,Virginia Tech,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_8kY19UVhHc35c90,1,1,Asian,Male,25-34 years old,Bachelors Degree
319,R_1mxVSx4mGzX5cjM,2,2,Boston University,7.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,1,0,Asian,Male,25-34 years old,Bachelors Degree
320,R_1mxVSx4mGzX5cjM,3,1,Stanford University,6.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,2,0,Asian,Male,25-34 years old,Bachelors Degree
321,R_1mxVSx4mGzX5cjM,3,2,Stanford University,5.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,2,1,Asian,Male,25-34 years old,Bachelors Degree
322,R_1mxVSx4mGzX5cjM,4,1,Boston University,7.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_021VYSvq7rnzo4m,1,1,Asian,Male,25-34 years old,Bachelors Degree
323,R_1mxVSx4mGzX5cjM,4,2,Virginia Tech,5.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_dpcVkGvoMlgxoea,1,0,Asian,Male,25-34 years old,Bachelors Degree
324,R_1mxVSx4mGzX5cjM,5,1,"University of California, Berkeley",5.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6mvuYdAleMG3wFM,1,1,Asian,Male,25-34 years old,Bachelors Degree
325,R_1mxVSx4mGzX5cjM,5,2,University of San Diego,6.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,1,0,Asian,Male,25-34 years old,Bachelors Degree
326,R_1N2rSZib5mckVCV,1,1,University of San Diego,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_0GmwcJWWaptRb1Q,2,0,White,Male,25-34 years old,Bachelors Degree
327,R_1N2rSZib5mckVCV,1,2,George Washington University,6.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_40e71B6xMbE64jc,2,1,White,Male,25-34 years old,Bachelors Degree
328,R_1N2rSZib5mckVCV,2,1,Virginia Tech,7.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3qGZ0hOOaswjPRs,1,1,White,Male,25-34 years old,Bachelors Degree
329,R_1N2rSZib5mckVCV,2,2,George Washington University,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,1,0,White,Male,25-34 years old,Bachelors Degree
330,R_1N2rSZib5mckVCV,3,1,University of San Diego,6.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_40e71B6xMbE64jc,1,1,White,Male,25-34 years old,Bachelors Degree
331,R_1N2rSZib5mckVCV,3,2,Stanford University,7.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bDcyel3IbymV8ZE,1,0,White,Male,25-34 years old,Bachelors Degree
332,R_1N2rSZib5mckVCV,4,1,George Washington University,6.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_40e71B6xMbE64jc,1,1,White,Male,25-34 years old,Bachelors Degree
333,R_1N2rSZib5mckVCV,4,2,George Washington University,7.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_8kY19UVhHc35c90,1,0,White,Male,25-34 years old,Bachelors Degree
334,R_1N2rSZib5mckVCV,5,1,Stanford University,6.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_8kY19UVhHc35c90,1,1,White,Male,25-34 years old,Bachelors Degree
335,R_1N2rSZib5mckVCV,5,2,Stanford University,5.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,1,0,White,Male,25-34 years old,Bachelors Degree
336,R_1N3wWaW0wY03n5k,2,1,Boston University,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_cUzzqAZCm6h8mCa,1,1,White,Male,25-34 years old,Masters Degree
337,R_1N3wWaW0wY03n5k,2,2,George Washington University,7.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,1,0,White,Male,25-34 years old,Masters Degree
338,R_1N3wWaW0wY03n5k,3,1,Virginia Tech,7.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,1,1,White,Male,25-34 years old,Masters Degree
339,R_1N3wWaW0wY03n5k,3,2,University of San Diego,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6mvuYdAleMG3wFM,1,0,White,Male,25-34 years old,Masters Degree
340,R_1n8druYwFvc1iYd,1,1,George Washington University,7.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,1,1,Asian,Male,65+ years old,Bachelors Degree
341,R_1n8druYwFvc1iYd,1,2,Virginia Tech,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3wu4E1bK38jKz8G,1,0,Asian,Male,65+ years old,Bachelors Degree
342,R_1NagDujfmEH1vLJ,4,1,Boston University,7.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_8kY19UVhHc35c90,1,1,White,Male,35-44 years old,Bachelors Degree
343,R_1NagDujfmEH1vLJ,4,2,Boston University,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3IY84n5aG3tMFJI,1,0,White,Male,35-44 years old,Bachelors Degree
344,R_1NlydWPU3AsLxsx,3,1,Boston University,5.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_dpcVkGvoMlgxoea,2,0,White,Male,55-64 years old,Bachelors Degree
345,R_1NlydWPU3AsLxsx,3,2,University of San Diego,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,2,1,White,Male,55-64 years old,Bachelors Degree
346,R_1NnpRue4vyCL4WT,1,1,University of San Diego,7.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_02lAEZ1SHvLxX5Y,2,0,White,Female,25-34 years old,Bachelors Degree
347,R_1NnpRue4vyCL4WT,1,2,Stanford University,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_021VYSvq7rnzo4m,2,1,White,Female,25-34 years old,Bachelors Degree
348,R_1NnpRue4vyCL4WT,2,1,Virginia Tech,7.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bfLgiz3PCecGQUm,1,1,White,Female,25-34 years old,Bachelors Degree
349,R_1NnpRue4vyCL4WT,2,2,Virginia Tech,5.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,1,0,White,Female,25-34 years old,Bachelors Degree
350,R_1NnpRue4vyCL4WT,3,1,Boston University,5.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,2,0,White,Female,25-34 years old,Bachelors Degree
351,R_1NnpRue4vyCL4WT,3,2,University of San Diego,6.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_cUzzqAZCm6h8mCa,2,1,White,Female,25-34 years old,Bachelors Degree
352,R_1NnpRue4vyCL4WT,4,1,Virginia Tech,5.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_01WTwDYVJBMeihg,1,1,White,Female,25-34 years old,Bachelors Degree
353,R_1NnpRue4vyCL4WT,4,2,Stanford University,7.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_cUzzqAZCm6h8mCa,1,0,White,Female,25-34 years old,Bachelors Degree
354,R_1NnpRue4vyCL4WT,5,1,Boston University,6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_0GmwcJWWaptRb1Q,1,1,White,Female,25-34 years old,Bachelors Degree
355,R_1NnpRue4vyCL4WT,5,2,"University of California, Berkeley",6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3qGZ0hOOaswjPRs,1,0,White,Female,25-34 years old,Bachelors Degree
356,R_1nSXwR102rFeVKN,1,1,University of San Diego,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_dpcVkGvoMlgxoea,1,1,White,Female,25-34 years old,Bachelors Degree
357,R_1nSXwR102rFeVKN,1,2,Boston University,5.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_eVguHXYRonZ49Uy,1,0,White,Female,25-34 years old,Bachelors Degree
358,R_1nSXwR102rFeVKN,2,1,George Washington University,7.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3qGZ0hOOaswjPRs,1,1,White,Female,25-34 years old,Bachelors Degree
359,R_1nSXwR102rFeVKN,2,2,Virginia Tech,5.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,1,0,White,Female,25-34 years old,Bachelors Degree
360,R_1nSXwR102rFeVKN,3,1,Stanford University,7.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,2,0,White,Female,25-34 years old,Bachelors Degree
361,R_1nSXwR102rFeVKN,3,2,"University of California, Berkeley",7.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3wu4E1bK38jKz8G,2,1,White,Female,25-34 years old,Bachelors Degree
362,R_1nSXwR102rFeVKN,4,1,"University of California, Berkeley",7.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_etdZqCkC2u8G54G,2,0,White,Female,25-34 years old,Bachelors Degree
363,R_1nSXwR102rFeVKN,4,2,Boston University,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_0GmwcJWWaptRb1Q,2,1,White,Female,25-34 years old,Bachelors Degree
364,R_1nSXwR102rFeVKN,5,1,Virginia Tech,7.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_bfLgiz3PCecGQUm,2,0,White,Female,25-34 years old,Bachelors Degree
365,R_1nSXwR102rFeVKN,5,2,Boston University,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3DXk3W7oL7jwkjI,2,1,White,Female,25-34 years old,Bachelors Degree
366,R_1oaRtxP1zpMiZK3,5,1,,,,,2,0,White,Male,35-44 years old,Masters Degree
367,R_1oaRtxP1zpMiZK3,5,2,,,,,2,1,White,Male,35-44 years old,Masters Degree
368,R_1obPGkWvNJk8h5p,3,1,Stanford University,5.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,2,0,White,Male,55-64 years old,Bachelors Degree
369,R_1obPGkWvNJk8h5p,3,2,"University of California, Berkeley",6.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,2,1,White,Male,55-64 years old,Bachelors Degree
370,R_1oigQhu7jxwcuEd,2,1,George Washington University,7.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_5gOTDFWyN2zacxo,2,0,White,Female,25-34 years old,Bachelors Degree
371,R_1oigQhu7jxwcuEd,2,2,Boston University,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_01WTwDYVJBMeihg,2,1,White,Female,25-34 years old,Bachelors Degree
372,R_1OP1LhK7JH6D4UU,5,1,Boston University,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_7QHyroqODLZB42i,1,1,White,Male,35-44 years old,Bachelors Degree
373,R_1OP1LhK7JH6D4UU,5,2,George Washington University,6.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JM7n0RVYqtN1zw,1,0,White,Male,35-44 years old,Bachelors Degree
374,R_1ovhlLh0PdyYdRE,1,1,University of San Diego,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3qGZ0hOOaswjPRs,1,1,White,Female,45-54 years old,Bachelors Degree
375,R_1ovhlLh0PdyYdRE,1,2,Virginia Tech,7.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JRdYUkB2u7dLh4,1,0,White,Female,45-54 years old,Bachelors Degree
376,R_1ovhlLh0PdyYdRE,2,1,Virginia Tech,6.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,1,1,White,Female,45-54 years old,Bachelors Degree
377,R_1ovhlLh0PdyYdRE,2,2,Boston University,7.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3qGZ0hOOaswjPRs,1,0,White,Female,45-54 years old,Bachelors Degree
378,R_1ovhlLh0PdyYdRE,3,1,Stanford University,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_9XIV7ZA7KxN14d8,1,1,White,Female,45-54 years old,Bachelors Degree
379,R_1ovhlLh0PdyYdRE,3,2,Virginia Tech,5.0,Data Analyst,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3wu4E1bK38jKz8G,1,0,White,Female,45-54 years old,Bachelors Degree
380,R_1ovhlLh0PdyYdRE,4,1,Virginia Tech,7.0,Software Engineer,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_cUzzqAZCm6h8mCa,1,1,White,Female,45-54 years old,Bachelors Degree
381,R_1ovhlLh0PdyYdRE,4,2,George Washington University,7.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_3IY84n5aG3tMFJI,1,0,White,Female,45-54 years old,Bachelors Degree
382,R_1ovhlLh0PdyYdRE,5,1,Virginia Tech,6.0,Consultant,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_81h2dFUxHLMEHCC,2,0,White,Female,45-54 years old,Bachelors Degree
383,R_1ovhlLh0PdyYdRE,5,2,Virginia Tech,7.0,Sales Representative,https://berkeley.qualtrics.com/WRQualtricsControlPanel/Graphic.php?IM=IM_6JRdYUkB2u7dLh4,2,1,White,Female,45-54 years old,Bachelors Degree
